,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
1567,,PICARD,1.0,102.txt,[],[],[],0.0,0.0
1568,"familiar and then is gone Realizing is gone, turning to look at each other.","A BLINDING FLASH, ""Q"" ANGLE EMPHASIZING PICARD AND RIKER ""Q""",1.0,102.txt,"['familiar', 'gone', 'Realizing', 'gone', 'turning', 'look']","['familiar', 'gone', 'Realiz', 'gone', 'turn', 'look']","['familiar', 'gone', 'Realiz', 'gone', 'turn', 'look']",6.0,0.0
1569,Riker checks a reading on his panel.,"A BLINDING FLASH, ""Q"" ANGLE EMPHASIZING PICARD AND RIKER ""Q""",1.0,102.txt,"['Riker', 'checks', 'reading', 'panel']","['Riker', 'check', 'read', 'panel']","['Riker', 'check', 'read', 'panel']",4.0,0.0
1570,"Of the hours gave us, we have less than one left, sir (nods) But had a feeling you impressed him, Number One.","RIKER ""Q"" CONTINUED: PICARD",1.0,102.txt,"['Of', 'hours', 'gave', 'us', 'less', 'one', 'left', 'sir', 'nods', 'But', 'feeling', 'impressed', 'Number', 'One']","['Of', 'hour', 'gave', 'us', 'less', 'one', 'left', 'sir', 'nod', 'But', 'feel', 'impress', 'Number', 'One']","['Of', 'hour', 'gave', 'u', 'le', 'one', 'left', 'sir', 'nod', 'But', 'feel', 'impress', 'Number', 'One']",14.0,0.4939
1571,That's hopeful.,"RIKER ""Q"" CONTINUED: PICARD",1.0,102.txt,"['Thats', 'hopeful']","['That', 'hope']","['That', 'hope']",2.0,0.4404
1572,"Thank you, Captain, That's the first time you've called me ""Number One"".",RIKER,1.0,102.txt,"['Thank', 'Captain', 'Thats', 'first', 'time', 'youve', 'called', 'Number', 'One']","['Thank', 'Captain', 'That', 'first', 'time', 'youv', 'call', 'Number', 'One']","['Thank', 'Captain', 'That', 'first', 'time', 'youv', 'call', 'Number', 'One']",9.0,0.4215
1573,"(small smile) believe I'll enjoy getting to know you, Bill.",PICARD,1.0,102.txt,"['small', 'smile', 'believe', 'Ill', 'enjoy', 'getting', 'know', 'Bill']","['small', 'smile', 'believ', 'Ill', 'enjoy', 'get', 'know', 'Bill']","['small', 'smile', 'believ', 'Ill', 'enjoy', 'get', 'know', 'Bill']",8.0,0.4404
1574,If we live long enough.,PICARD,1.0,102.txt,"['If', 'live', 'long', 'enough']","['If', 'live', 'long', 'enough']","['If', 'live', 'long', 'enough']",4.0,0.0
1575,,FADE OUT.,1.0,102.txt,[],[],[],0.0,0.0
1576,,PART TEN FADE IN:212 EXT.,1.0,102.txt,[],[],[],0.0,0.0
1577,In orbit over the planet ,SPACE ENTERPRISE AND MYSTERY VESSEL (OPTICAL) INT.,1.0,102.txt,"['In', 'orbit', 'planet']","['In', 'orbit', 'planet']","['In', 'orbit', 'planet']",3.0,0.0
1578,Riker's away team moving onto the transporter platform.,TRANSPORTER ROOM,1.0,102.txt,"['Rikers', 'away', 'team', 'moving', 'onto', 'transporter', 'platform']","['Riker', 'away', 'team', 'move', 'onto', 'transport', 'platform']","['Riker', 'away', 'team', 'move', 'onto', 'transport', 'platform']",7.0,0.0
1579,"With him are Data, Troi, and Tasha.",TRANSPORTER ROOM,1.0,102.txt,"['With', 'Data', 'Troi', 'Tasha']","['With', 'Data', 'Troi', 'Tasha']","['With', 'Data', 'Troi', 'Tasha']",4.0,0.0
1580,They carry the usual away team equipment which they're now checking.,TRANSPORTER ROOM,1.0,102.txt,"['They', 'carry', 'usual', 'away', 'team', 'equipment', 'theyre', 'checking']","['They', 'carri', 'usual', 'away', 'team', 'equip', 'theyr', 'check']","['They', 'carri', 'usual', 'away', 'team', 'equip', 'theyr', 'check']",8.0,0.0
1581,Phasers on stun.,RIKER,1.0,102.txt,"['Phasers', 'stun']","['Phaser', 'stun']","['Phaser', 'stun']",2.0,0.0
1582,Everyone checks hand phasers.,RIKER,1.0,102.txt,"['Everyone', 'checks', 'hand', 'phasers']","['Everyon', 'check', 'hand', 'phaser']","['Everyon', 'check', 'hand', 'phaser']",4.0,0.4939
1583,"answers of ""checked"", ""on stun,"" etc.",ADLIB,1.0,102.txt,"['answers', 'checked', 'stun', 'etc']","['answer', 'check', 'stun', 'etc']","['answer', 'check', 'stun', 'etc']",4.0,0.0
1584,Riker turns to Transporter Chief.,ADLIB,1.0,102.txt,"['Riker', 'turns', 'Transporter', 'Chief']","['Riker', 'turn', 'Transport', 'Chief']","['Riker', 'turn', 'Transport', 'Chief']",4.0,0.0
1585,Energize ,RIKER INT.,1.0,102.txt,['Energize'],['Energ'],['Energ'],1.0,0.0
1586,then the,"MYSTERY SHIP TUNNEL WIDE ANGLE (OPTICAL) TRANSPORTER SOUND, BEAMING EFFECT.",1.0,102.txt,[],[],[],0.0,0.0
1587,"Then, fully Riker and the others look around to orient themselves.","MYSTERY SHIP TUNNEL WIDE ANGLE (OPTICAL) TRANSPORTER SOUND, BEAMING EFFECT.",1.0,102.txt,"['Then', 'fully', 'Riker', 'others', 'look', 'around', 'orient']","['Then', 'fulli', 'Riker', 'other', 'look', 'around', 'orient']","['Then', 'fulli', 'Riker', 'other', 'look', 'around', 'orient']",7.0,0.0
1588,"Most interesting, sir.",DATA,1.0,102.txt,"['Most', 'interesting', 'sir']","['Most', 'interest', 'sir']","['Most', 'interest', 'sir']",3.0,0.5095
1589,Much the same construction as the underground tunnel we saw.,TASHA,1.0,102.txt,"['Much', 'construction', 'underground', 'tunnel', 'saw']","['Much', 'construct', 'underground', 'tunnel', 'saw']","['Much', 'construct', 'underground', 'tunnel', 'saw']",5.0,0.0
1590,Which describes it perfectly.,TASHA,1.0,102.txt,"['Which', 'describes', 'perfectly']","['Which', 'describ', 'perfectli']","['Which', 'describ', 'perfectli']",3.0,0.0
1591,The same rounded shape and of unknown composition.,TASHA,1.0,102.txt,"['The', 'rounded', 'shape', 'unknown', 'composition']","['The', 'round', 'shape', 'unknown', 'composit']","['The', 'round', 'shape', 'unknown', 'composit']",5.0,0.0
1592,"The ""tunnel"" is deserted; of any kind.",TASHA,1.0,102.txt,"['The', 'tunnel', 'deserted', 'kind']","['The', 'tunnel', 'desert', 'kind']","['The', 'tunnel', 'desert', 'kind']",4.0,0.5267
1593,(continuing) But no sound of power; no equipment.,TASHA,1.0,102.txt,"['continuing', 'But', 'sound', 'power', 'equipment']","['continu', 'But', 'sound', 'power', 'equip']","['continu', 'But', 'sound', 'power', 'equip']",5.0,0.0
1594,How does this ship run?,TASHA,1.0,102.txt,"['How', 'ship', 'run']","['How', 'ship', 'run']","['How', 'ship', 'run']",3.0,0.0
1595,Riker nods a direction.,TASHA,1.0,102.txt,"['Riker', 'nods', 'direction']","['Riker', 'nod', 'direct']","['Riker', 'nod', 'direct']",3.0,0.0
1596,Tasha takes the point as they move out.,TASHA,1.0,102.txt,"['Tasha', 'takes', 'point', 'move']","['Tasha', 'take', 'point', 'move']","['Tasha', 'take', 'point', 'move']",4.0,0.0
1597,"Clearly, these are exceptionally well trained people.",TASHA,1.0,102.txt,"['Clearly', 'exceptionally', 'well', 'trained', 'people']","['Clearli', 'except', 'well', 'train', 'peopl']","['Clearli', 'except', 'well', 'train', 'peopl']",5.0,0.2732
1598,Data is already using his tricorder to check the walls.,TASHA,1.0,102.txt,"['Data', 'already', 'using', 'tricorder', 'check', 'walls']","['Data', 'alreadi', 'use', 'tricord', 'check', 'wall']","['Data', 'alreadi', 'use', 'tricord', 'check', 'wall']",6.0,0.0
1599,"He obviously gets nothing, shakes his head.",TASHA,1.0,102.txt,"['He', 'obviously', 'gets', 'nothing', 'shakes', 'head']","['He', 'obvious', 'get', 'noth', 'shake', 'head']","['He', 'obvious', 'get', 'noth', 'shake', 'head']",6.0,-0.1779
1600,"Troi suddenly staggers, Troi, what is it?!",TASHA,1.0,102.txt,"['Troi', 'suddenly', 'staggers', 'Troi']","['Troi', 'suddenli', 'stagger', 'Troi']","['Troi', 'suddenli', 'stagger', 'Troi']",4.0,0.0
1601,(waits anxiously) Is it the same as you felt down there?,TASHA,1.0,102.txt,"['waits', 'anxiously', 'Is', 'felt']","['wait', 'anxious', 'Is', 'felt']","['wait', 'anxious', 'Is', 'felt']",4.0,-0.25
1602,"No, this is...",TROI,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1603,different.,TROI,1.0,102.txt,['different'],['differ'],['differ'],1.0,0.0
1604,It feels much more powerful...,TROI,1.0,102.txt,"['It', 'feels', 'much', 'powerful']","['It', 'feel', 'much', 'power']","['It', 'feel', 'much', 'power']",4.0,0.0
1605,full of anger...,TROI,1.0,102.txt,"['full', 'anger']","['full', 'anger']","['full', 'anger']",2.0,-0.5719
1606,hate...,TROI,1.0,102.txt,['hate'],['hate'],['hate'],1.0,-0.5719
1607,Toward us?,TASHA,1.0,102.txt,"['Toward', 'us']","['Toward', 'us']","['Toward', 'u']",2.0,0.0
1608,No.,TROI,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1609,It's directed down toward the old Bandi city.,TROI,1.0,102.txt,"['Its', 'directed', 'toward', 'old', 'Bandi', 'city']","['It', 'direct', 'toward', 'old', 'Bandi', 'citi']","['It', 'direct', 'toward', 'old', 'Bandi', 'citi']",6.0,0.0
1610,Most intriguing again.,DATA,1.0,102.txt,"['Most', 'intriguing']","['Most', 'intrigu']","['Most', 'intrigu']",2.0,0.0
1611,The place that this vessel was firing upon...,DATA,1.0,102.txt,"['The', 'place', 'vessel', 'firing', 'upon']","['The', 'place', 'vessel', 'fire', 'upon']","['The', 'place', 'vessel', 'fire', 'upon']",5.0,-0.34
1612,"(abruptly stops; to Riker) Sorry, sir, seem to be commenting on everything.",DATA,1.0,102.txt,"['abruptly', 'stops', 'Riker', 'Sorry', 'sir', 'seem', 'commenting', 'everything']","['abruptli', 'stop', 'Riker', 'Sorri', 'sir', 'seem', 'comment', 'everyth']","['abruptli', 'stop', 'Riker', 'Sorri', 'sir', 'seem', 'comment', 'everyth']",8.0,-0.296
1613,(small smile) Good.,RIKER,1.0,102.txt,"['small', 'smile', 'Good']","['small', 'smile', 'Good']","['small', 'smile', 'Good']",3.0,0.6597
1614,"Don't stop it, my friend ",RIKER,1.0,102.txt,"['Dont', 'stop', 'friend']","['Dont', 'stop', 'friend']","['Dont', 'stop', 'friend']",3.0,0.25
1615,Enterprise and the mystery vessel still in orbit ,SPACE (OPTICAL) INT.,1.0,102.txt,"['Enterprise', 'mystery', 'vessel', 'still', 'orbit']","['Enterpris', 'mysteri', 'vessel', 'still', 'orbit']","['Enterpris', 'mysteri', 'vessel', 'still', 'orbit']",5.0,0.0
1616,Geordi and Worf at their positions.,BRIDGE EMPHASIZING PICARD,1.0,102.txt,"['Geordi', 'Worf', 'positions']","['Geordi', 'Worf', 'posit']","['Geordi', 'Worf', 'posit']",3.0,0.0
1617,"Picard is in the command seat, antsy.",BRIDGE EMPHASIZING PICARD,1.0,102.txt,"['Picard', 'command', 'seat', 'antsy']","['Picard', 'command', 'seat', 'antsi']","['Picard', 'command', 'seat', 'antsi']",4.0,0.0
1618,"Enterprise, Riker.",BRIDGE EMPHASIZING PICARD,1.0,102.txt,"['Enterprise', 'Riker']","['Enterpris', 'Riker']","['Enterpris', 'Riker']",2.0,0.0
1619,"This is turning out to be a very long tunnel or corridor, sir.",BRIDGE EMPHASIZING PICARD,1.0,102.txt,"['This', 'turning', 'long', 'tunnel', 'corridor', 'sir']","['Thi', 'turn', 'long', 'tunnel', 'corridor', 'sir']","['Thi', 'turn', 'long', 'tunnel', 'corridor', 'sir']",6.0,0.0
1620,Still no sign of mechanism or circuitry.. ,BRIDGE EMPHASIZING PICARD,1.0,102.txt,"['Still', 'sign', 'mechanism', 'circuitry']","['Still', 'sign', 'mechan', 'circuitri']","['Still', 'sign', 'mechan', 'circuitri']",4.0,0.0
1621,"Still led and followed by the security people, they're now moving along fairly rapidly although this tunnel is narrower here.",NARROW MYSTERY SHIP TUNNEL RIKER AND GROUP,1.0,102.txt,"['Still', 'led', 'followed', 'security', 'people', 'theyre', 'moving', 'along', 'fairly', 'rapidly', 'although', 'tunnel', 'narrower']","['Still', 'led', 'follow', 'secur', 'peopl', 'theyr', 'move', 'along', 'fairli', 'rapidli', 'although', 'tunnel', 'narrow']","['Still', 'led', 'follow', 'secur', 'peopl', 'theyr', 'move', 'along', 'fairli', 'rapidli', 'although', 'tunnel', 'narrow']",13.0,0.0
1622,"Otherwise, its look hasn't changed.",NARROW MYSTERY SHIP TUNNEL RIKER AND GROUP,1.0,102.txt,"['Otherwise', 'look', 'hasnt', 'changed']","['Otherwis', 'look', 'hasnt', 'chang']","['Otherwis', 'look', 'hasnt', 'chang']",4.0,0.0
1623,(continuing) ...,RIKER,1.0,102.txt,['continuing'],['continu'],['continu'],1.0,0.0
1624,"or controls, readouts, nothing at all like any vessel I've seen before.",RIKER,1.0,102.txt,"['controls', 'readouts', 'nothing', 'like', 'vessel', 'Ive', 'seen']","['control', 'readout', 'noth', 'like', 'vessel', 'Ive', 'seen']","['control', 'readout', 'noth', 'like', 'vessel', 'Ive', 'seen']",7.0,0.3612
1625,"(interrupting) Groppler Zorn, sir...",TROI,1.0,102.txt,"['interrupting', 'Groppler', 'Zorn', 'sir']","['interrupt', 'Groppler', 'Zorn', 'sir']","['interrupt', 'Groppler', 'Zorn', 'sir']",4.0,-0.34
1626,in great fear...,TROI,1.0,102.txt,"['great', 'fear']","['great', 'fear']","['great', 'fear']",2.0,0.2263
1627,(motions) Just ahead ,TROI,1.0,102.txt,"['motions', 'Just', 'ahead']","['motion', 'Just', 'ahead']","['motion', 'Just', 'ahead']",3.0,0.0
1628,"Troi and the team arriving, standing puzzled at what seems to be only a sharp turn where we a strange indentation in the tunnel wall there.",TUNNEL CONNECTION SEE,1.0,102.txt,"['Troi', 'team', 'arriving', 'standing', 'puzzled', 'seems', 'sharp', 'turn', 'strange', 'indentation', 'tunnel', 'wall']","['Troi', 'team', 'arriv', 'stand', 'puzzl', 'seem', 'sharp', 'turn', 'strang', 'indent', 'tunnel', 'wall']","['Troi', 'team', 'arriv', 'stand', 'puzzl', 'seem', 'sharp', 'turn', 'strang', 'indent', 'tunnel', 'wall']",12.0,0.0
1629,"Troi, intent on this, steps closer, pushes her body against the indentation.",TUNNEL CONNECTION SEE,1.0,102.txt,"['Troi', 'intent', 'steps', 'closer', 'pushes', 'body', 'indentation']","['Troi', 'intent', 'step', 'closer', 'push', 'bodi', 'indent']","['Troi', 'intent', 'step', 'closer', 'push', 'bodi', 'indent']",7.0,0.0
1630,"It's definitely Zorn, Commander.",TROI,1.0,102.txt,"['Its', 'definitely', 'Zorn', 'Commander']","['It', 'definit', 'Zorn', 'Command']","['It', 'definit', 'Zorn', 'Command']",4.0,0.0
1631,Here!,TROI,1.0,102.txt,['Here'],['Here'],['Here'],1.0,0.0
1632,(stepping in) Careful...,RIKER,1.0,102.txt,"['stepping', 'Careful']","['step', 'Care']","['step', 'Care']",2.0,0.4939
1633,"But the tunnel wall is soft here it gives perceptibly, as Troi pushes harder and then",RIKER,1.0,102.txt,"['But', 'tunnel', 'wall', 'soft', 'gives', 'perceptibly', 'Troi', 'pushes', 'harder']","['But', 'tunnel', 'wall', 'soft', 'give', 'percept', 'Troi', 'push', 'harder']","['But', 'tunnel', 'wall', 'soft', 'give', 'percept', 'Troi', 'push', 'harder']",9.0,0.0
1634,she disappears through it.,RIKER,1.0,102.txt,['disappears'],['disappear'],['disappear'],1.0,-0.2263
1635,Or the 'wall' opens to let her through and then closes behind her.) Troi!!!,RIKER,1.0,102.txt,"['Or', 'wall', 'opens', 'let', 'closes', 'behind', 'Troi']","['Or', 'wall', 'open', 'let', 'close', 'behind', 'Troi']","['Or', 'wall', 'open', 'let', 'close', 'behind', 'Troi']",7.0,0.0
1636,"Then he pushes, disappears through the same wall ",RIKER,1.0,102.txt,"['Then', 'pushes', 'disappears', 'wall']","['Then', 'push', 'disappear', 'wall']","['Then', 'push', 'disappear', 'wall']",4.0,-0.2263
1637,"Riker sliding through the pliable opening in the tunnel wall, joining Troi who is standing there aghast at what is suspended in the center of this area Zorn is held suspended off the deck in the center of a cylindrical forcefield.",RIKER,1.0,102.txt,"['Riker', 'sliding', 'pliable', 'opening', 'tunnel', 'wall', 'joining', 'Troi', 'standing', 'aghast', 'suspended', 'center', 'area', 'Zorn', 'held', 'suspended', 'deck', 'center', 'cylindrical', 'forcefield']","['Riker', 'slide', 'pliabl', 'open', 'tunnel', 'wall', 'join', 'Troi', 'stand', 'aghast', 'suspend', 'center', 'area', 'Zorn', 'held', 'suspend', 'deck', 'center', 'cylindr', 'forcefield']","['Riker', 'slide', 'pliabl', 'open', 'tunnel', 'wall', 'join', 'Troi', 'stand', 'aghast', 'suspend', 'center', 'area', 'Zorn', 'held', 'suspend', 'deck', 'center', 'cylindr', 'forcefield']",20.0,-0.6486
1638,"The force field edges to outline the shape of it As the other team members come through the 'wall' too, stand, reacting at the sight of Zorn The causing Zorn to writhe and twitch.",RIKER,1.0,102.txt,"['The', 'force', 'field', 'edges', 'outline', 'shape', 'As', 'team', 'members', 'come', 'wall', 'stand', 'reacting', 'sight', 'Zorn', 'The', 'causing', 'Zorn', 'writhe', 'twitch']","['The', 'forc', 'field', 'edg', 'outlin', 'shape', 'As', 'team', 'member', 'come', 'wall', 'stand', 'react', 'sight', 'Zorn', 'The', 'caus', 'Zorn', 'writh', 'twitch']","['The', 'forc', 'field', 'edg', 'outlin', 'shape', 'As', 'team', 'member', 'come', 'wall', 'stand', 'react', 'sight', 'Zorn', 'The', 'caus', 'Zorn', 'writh', 'twitch']",20.0,0.0
1639,He,RIKER,1.0,102.txt,['He'],['He'],['He'],1.0,0.0
1640,No!,ZORN,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1641,Please!,ZORN,1.0,102.txt,['Please'],['Pleas'],['Pleas'],1.0,0.0
1642,No more!,ZORN,1.0,102.txt,['No'],['No'],['No'],1.0,-0.296
1643,"Please, no more.. They move forward toward him, and are brought up sharply by the leading edge of the force field.",ZORN,1.0,102.txt,"['Please', 'They', 'move', 'forward', 'toward', 'brought', 'sharply', 'leading', 'edge', 'force', 'field']","['Pleas', 'They', 'move', 'forward', 'toward', 'brought', 'sharpli', 'lead', 'edg', 'forc', 'field']","['Pleas', 'They', 'move', 'forward', 'toward', 'brought', 'sharpli', 'lead', 'edg', 'forc', 'field']",11.0,0.0
1644,Data has already started to scan with his tricorder.,ZORN,1.0,102.txt,"['Data', 'already', 'started', 'scan', 'tricorder']","['Data', 'alreadi', 'start', 'scan', 'tricord']","['Data', 'alreadi', 'start', 'scan', 'tricord']",5.0,0.0
1645,Riker calls to Zorn.,ZORN,1.0,102.txt,"['Riker', 'calls', 'Zorn']","['Riker', 'call', 'Zorn']","['Riker', 'call', 'Zorn']",3.0,0.0
1646,(continuing) Zorn.,RIKER,1.0,102.txt,"['continuing', 'Zorn']","['continu', 'Zorn']","['continu', 'Zorn']",2.0,0.0
1647,Can you hear me?,RIKER,1.0,102.txt,"['Can', 'hear']","['Can', 'hear']","['Can', 'hear']",2.0,0.0
1648,"Zorn manages to lift his head, and his painfilled face, his features twisted into a grimace of intense agony.",RIKER,1.0,102.txt,"['Zorn', 'manages', 'lift', 'head', 'painfilled', 'face', 'features', 'twisted', 'grimace', 'intense', 'agony']","['Zorn', 'manag', 'lift', 'head', 'painfil', 'face', 'featur', 'twist', 'grimac', 'intens', 'agoni']","['Zorn', 'manag', 'lift', 'head', 'painfil', 'face', 'featur', 'twist', 'grimac', 'intens', 'agoni']",11.0,0.0
1649,Make it stop the pain.,ZORN,1.0,102.txt,"['Make', 'stop', 'pain']","['Make', 'stop', 'pain']","['Make', 'stop', 'pain']",3.0,-0.6705
1650,Please...,ZORN,1.0,102.txt,['Please'],['Pleas'],['Pleas'],1.0,0.0
1651,Has the alien communicated...,TROI,1.0,102.txt,"['Has', 'alien', 'communicated']","['Ha', 'alien', 'commun']","['Ha', 'alien', 'commun']",3.0,0.34
1652,?,TROI,1.0,102.txt,[],[],[],0.0,0.0
1653,"(breaks off; then to Riker) That's it, sir!",TROI,1.0,102.txt,"['breaks', 'Riker', 'Thats', 'sir']","['break', 'Riker', 'That', 'sir']","['break', 'Riker', 'That', 'sir']",4.0,0.0
1654,It's just one alien that I'm sensing here.,TROI,1.0,102.txt,"['Its', 'one', 'alien', 'Im', 'sensing']","['It', 'one', 'alien', 'Im', 'sens']","['It', 'one', 'alien', 'Im', 'sen']",5.0,0.0
1655,(another Please!,ZORN GROAN),1.0,102.txt,"['another', 'Please']","['anoth', 'Pleas']","['anoth', 'Pleas']",2.0,0.0
1656,don't understand what it wants.,,1.0,102.txt,"['dont', 'understand', 'wants']","['dont', 'understand', 'want']","['dont', 'understand', 'want']",3.0,-0.0572
1657,(studying Zorn; then) Not true.,TROI,1.0,102.txt,"['studying', 'Zorn', 'Not', 'true']","['studi', 'Zorn', 'Not', 'true']","['studi', 'Zorn', 'Not', 'true']",4.0,0.4215
1658,He does know Data interrupts by holding his tricorder so that Riker can see the readings he's gathered.,TROI,1.0,102.txt,"['He', 'know', 'Data', 'interrupts', 'holding', 'tricorder', 'Riker', 'see', 'readings', 'hes', 'gathered']","['He', 'know', 'Data', 'interrupt', 'hold', 'tricord', 'Riker', 'see', 'read', 'he', 'gather']","['He', 'know', 'Data', 'interrupt', 'hold', 'tricord', 'Riker', 'see', 'read', 'he', 'gather']",11.0,-0.34
1659,"Riker registers at seeing something unique as Data pulls out his phaser, Riker does the same and both of them concentrate on making some exact setting on their phasers As Data and Riker raise their phasers toward Zorn.",TROI,1.0,102.txt,"['Riker', 'registers', 'seeing', 'something', 'unique', 'Data', 'pulls', 'phaser', 'Riker', 'concentrate', 'making', 'exact', 'setting', 'phasers', 'As', 'Data', 'Riker', 'raise', 'phasers', 'toward', 'Zorn']","['Riker', 'regist', 'see', 'someth', 'uniqu', 'Data', 'pull', 'phaser', 'Riker', 'concentr', 'make', 'exact', 'set', 'phaser', 'As', 'Data', 'Riker', 'rais', 'phaser', 'toward', 'Zorn']","['Riker', 'regist', 'see', 'someth', 'uniqu', 'Data', 'pull', 'phaser', 'Riker', 'concentr', 'make', 'exact', 'set', 'phaser', 'As', 'Data', 'Riker', 'rais', 'phaser', 'toward', 'Zorn']",21.0,0.0
1660,"(in terror) No, no, please don't!",ZORN,1.0,102.txt,"['terror', 'No', 'please', 'dont']","['terror', 'No', 'pleas', 'dont']","['terror', 'No', 'plea', 'dont']",4.0,-0.6808
1661,"Data and Riker trigger their phasers and we a on the Zorn, the",ZORN,1.0,102.txt,"['Data', 'Riker', 'trigger', 'phasers', 'Zorn']","['Data', 'Riker', 'trigger', 'phaser', 'Zorn']","['Data', 'Riker', 'trigger', 'phaser', 'Zorn']",5.0,0.0
1662,"Then, suddenly the and Zorn tumbles out onto the floor free of restraint Where the wall seems to be ""alive"", undulating.",ZORN,1.0,102.txt,"['Then', 'suddenly', 'Zorn', 'tumbles', 'onto', 'floor', 'free', 'restraint', 'Where', 'wall', 'seems', 'alive', 'undulating']","['Then', 'suddenli', 'Zorn', 'tumbl', 'onto', 'floor', 'free', 'restraint', 'Where', 'wall', 'seem', 'aliv', 'undul']","['Then', 'suddenli', 'Zorn', 'tumbl', 'onto', 'floor', 'free', 'restraint', 'Where', 'wall', 'seem', 'aliv', 'undul']",13.0,0.5106
1663,"Beyond it, Tasha is assisting Zorn to his feet, supporting him.",ZORN,1.0,102.txt,"['Beyond', 'Tasha', 'assisting', 'Zorn', 'feet', 'supporting']","['Beyond', 'Tasha', 'assist', 'Zorn', 'feet', 'support']","['Beyond', 'Tasha', 'assist', 'Zorn', 'foot', 'support']",6.0,0.4019
1664,"Meanwhile, Troi looks around Zorn's ""cell"", sensing something troubling.",ZORN,1.0,102.txt,"['Meanwhile', 'Troi', 'looks', 'around', 'Zorns', 'cell', 'sensing', 'something', 'troubling']","['Meanwhil', 'Troi', 'look', 'around', 'Zorn', 'cell', 'sens', 'someth', 'troubl']","['Meanwhil', 'Troi', 'look', 'around', 'Zorn', 'cell', 'sen', 'someth', 'troubl']",9.0,0.0
1665,Riker has turned on his communicator: Away team to Enterprise...,ZORN,1.0,102.txt,"['Riker', 'turned', 'communicator', 'Away', 'team', 'Enterprise']","['Riker', 'turn', 'commun', 'Away', 'team', 'Enterpris']","['Riker', 'turn', 'commun', 'Away', 'team', 'Enterpris']",6.0,0.0
1666,swaying and moving toward Troi.,"A TENDRIL OF PLASMA EMERGES FROM THIS PART OF THE WALL,",1.0,102.txt,"['swaying', 'moving', 'toward', 'Troi']","['sway', 'move', 'toward', 'Troi']","['sway', 'move', 'toward', 'Troi']",4.0,0.0
1667,(interrupting; warning) Troi...,DATA,1.0,102.txt,"['interrupting', 'warning', 'Troi']","['interrupt', 'warn', 'Troi']","['interrupt', 'warn', 'Troi']",3.0,-0.4215
1668,!,DATA,1.0,102.txt,[],[],[],0.0,0.0
1669,But the is already wrapping around her.,DATA,1.0,102.txt,"['But', 'already', 'wrapping', 'around']","['But', 'alreadi', 'wrap', 'around']","['But', 'alreadi', 'wrap', 'around']",4.0,0.0
1670,"Data tries to pull the from Troi, succeeds only in getting a wrapped around himself The floor of the area suddenly going soft, away team members sinking into it while still",DATA,1.0,102.txt,"['Data', 'tries', 'pull', 'Troi', 'succeeds', 'getting', 'wrapped', 'around', 'The', 'floor', 'area', 'suddenly', 'going', 'soft', 'away', 'team', 'members', 'sinking', 'still']","['Data', 'tri', 'pull', 'Troi', 'succe', 'get', 'wrap', 'around', 'The', 'floor', 'area', 'suddenli', 'go', 'soft', 'away', 'team', 'member', 'sink', 'still']","['Data', 'tri', 'pull', 'Troi', 'succe', 'get', 'wrap', 'around', 'The', 'floor', 'area', 'suddenli', 'go', 'soft', 'away', 'team', 'member', 'sink', 'still']",19.0,0.0
1671,"(What we're seeing is this part of the mystery ""vessel"" becoming a living thing. Enterprise, come in.",DATA,1.0,102.txt,"['What', 'seeing', 'part', 'mystery', 'vessel', 'becoming', 'living', 'thing', 'Enterprise', 'come']","['What', 'see', 'part', 'mysteri', 'vessel', 'becom', 'live', 'thing', 'Enterpris', 'come']","['What', 'see', 'part', 'mysteri', 'vessel', 'becom', 'live', 'thing', 'Enterpris', 'come']",10.0,0.0
1672,Beam us...,DATA,1.0,102.txt,"['Beam', 'us']","['Beam', 'us']","['Beam', 'u']",2.0,0.0
1673,Interrupted as his feet are,DATA,1.0,102.txt,"['Interrupted', 'feet']","['Interrupt', 'feet']","['Interrupt', 'foot']",2.0,-0.34
1674,"Enterprise, we need help...",DATA,1.0,102.txt,"['Enterprise', 'need', 'help']","['Enterpris', 'need', 'help']","['Enterpris', 'need', 'help']",3.0,0.4019
1675,Interrupted by the,DATA,1.0,102.txt,['Interrupted'],['Interrupt'],['Interrupt'],1.0,-0.34
1676,Picard speaking anxiously toward his command panel as we Riker's,BRIDGE HEAR MUFFLED SOUNDS OF DISTRESS.,1.0,102.txt,"['Picard', 'speaking', 'anxiously', 'toward', 'command', 'panel', 'Rikers']","['Picard', 'speak', 'anxious', 'toward', 'command', 'panel', 'Riker']","['Picard', 'speak', 'anxious', 'toward', 'command', 'panel', 'Riker']",7.0,-0.25
1677,"Transporter chief, yank them back!",PICARD,1.0,102.txt,"['Transporter', 'chief', 'yank', 'back']","['Transport', 'chief', 'yank', 'back']","['Transport', 'chief', 'yank', 'back']",4.0,0.0
1678,Now!,PICARD,1.0,102.txt,['Now'],['Now'],['Now'],1.0,0.0
1679,Captain...,WORF,1.0,102.txt,['Captain'],['Captain'],['Captain'],1.0,0.0
1680, Toward which Lieutenant Worf is pointing.,WORF,1.0,102.txt,"['Toward', 'Lieutenant', 'Worf', 'pointing']","['Toward', 'Lieuten', 'Worf', 'point']","['Toward', 'Lieuten', 'Worf', 'point']",4.0,0.0
